Date,Dividend
2016-05-03,0.003788
2016-06-02,0.003788
2016-06-23,0.040909
2016-07-01,0.004545
2016-08-02,0.004545
2016-09-02,0.004545
2016-10-03,0.148485
2016-10-04,0.004545
2016-11-03,0.004545
2016-12-02,0.004545
2016-12-22,0.063636
2017-01-03,0.004545
2017-02-02,0.004545
2017-03-02,0.004545
2017-04-04,0.004545
2017-05-03,0.005
2017-06-02,0.005
2017-07-03,0.0525
2017-08-02,0.005
2017-09-06,0.005
2017-10-03,0.005
2017-11-02,0.005
2017-12-04,0.005
2017-12-26,0.2075
2018-01-03,0.005
2018-02-02,0.005
2018-03-02,0.005
2018-04-03,0.005
2018-04-06,0.005
2018-05-03,0.005
2018-06-04,0.004167
2018-07-02,0.041667
2018-07-03,0.004167
2018-08-02,0.004167
2018-09-04,0.004167
2018-10-02,0.004167
2018-11-05,0.004167
2018-12-04,0.004167
2018-12-26,0.158333
2019-01-03,0.004167
2019-02-04,0.004167
2019-03-06,0.004167
2019-04-05,0.005
2019-05-03,0.005
2019-06-04,0.005
2019-07-01,0.049
2019-07-02,0.005
2019-08-02,0.005
2019-09-03,0.005
2019-10-02,0.005
2019-10-18,0.256
2019-11-04,0.005
2019-12-03,0.005
2019-12-20,0.136
2020-01-03,0.005
2020-02-04,0.005
2020-02-18,0.015
2020-03-03,0.004
2020-04-02,0.003
2020-05-08,0.004
2020-06-02,0.003
2020-07-02,0.004
2020-08-04,0.003
2020-09-02,0.003
2020-10-02,0.004
2020-11-04,0.003
2020-12-02,0.004
2020-12-29,0.078
2021-01-05,0.003
2021-02-02,0.004
2021-02-18,0.004
2021-03-02,0.004
2021-04-01,0.003
2021-05-04,0.004
2021-06-03,0.004
2021-07-02,0.106
2021-08-03,0.004
2021-09-02,0.004
2021-10-04,0.003
2021-11-03,0.003
2021-12-02,0.003
2021-12-21,0.042
2022-01-04,0.004
2022-02-02,0.003
2022-03-03,0.004
2022-04-04,0.004
2022-05-03,0.004
2022-06-02,0.004
2022-06-21,0.04
2022-07-01,0.004
2022-08-02,0.003
2022-09-02,0.004
2022-10-04,0.004
2022-11-03,0.004
2022-12-02,0.004
2023-01-05,0.004
2023-01-09,0.11
2023-02-02,0.004
2023-03-02,0.004
2023-04-04,0.004
2023-05-03,0.004
2023-06-02,0.004
2023-06-27,0.041
2023-07-03,0.004
2023-08-02,0.004
2023-09-01,0.004
2023-10-03,0.004
2023-11-02,0.004
2023-12-04,0.004
2023-12-22,0.14
2024-01-03,0.004
2024-02-02,0.004
2024-03-04,0.004
2024-04-02,0.004
2024-05-03,0.004
2024-06-05,0.007
2024-06-20,0.067
2024-07-03,0.003
2024-08-05,0.003
2024-09-04,0.003
2024-10-02,0.036
2024-10-03,0.003
2024-11-05,0.003
2024-12-04,0.003
2025-01-03,0.048
2025-01-06,0.003
2025-02-05,0.003
2025-03-07,0.003
2025-04-02,0.04
2025-04-03,0.003
2025-05-06,0.003
2025-06-04,0.003
2025-07-02,0.054
2025-07-03,0.003
2025-08-05,0.003
2026-02-04,0.004
2026-03-04,0.004
2026-04-06,0.004
2026-04-08,0.057
2026-05-06,0.004
