Date,Dividend
2016-01-04,0.010902
2019-04-23,0.732
2019-05-20,1.451
2021-01-14,2.237
2021-03-15,0.116
2021-04-19,0.383
2022-04-19,1.122
2023-04-24,1.473
2024-04-22,1.652
2025-04-23,0.77
