Date,Dividend
2005-03-11,0.001875
2005-06-15,0.001875
2005-09-12,0.001875
2005-12-12,0.001875
2006-03-13,0.001875
2006-06-12,0.001875
2006-09-11,0.001875
2006-12-11,0.001875
2007-03-12,0.001875
2007-06-11,0.001875
2007-09-10,0.001875
2007-12-10,0.001875
2008-03-10,0.001875
2008-06-09,0.001875
2008-09-08,0.001875
2008-12-15,0.001875
2009-03-09,0.001875
2009-06-08,0.001875
2009-09-14,0.001875
2009-12-14,0.001875
2010-03-15,0.001875
2010-06-14,0.001875
2010-09-13,0.001875
2010-12-13,0.001875
2011-03-14,0.001875
2011-06-13,0.001875
2011-09-12,0.001875
2011-12-12,0.001875
2012-03-12,0.013125
2012-06-11,0.013125
2012-09-10,0.013125
2012-12-10,0.013125
2013-03-11,0.013125
2013-06-10,0.013125
2013-09-09,0.025
2013-12-09,0.025
2014-03-10,0.025
2014-06-09,0.025
2014-09-08,0.03125
2014-12-03,0.03125
2015-03-09,0.03125
2015-06-08,0.03125
2015-09-04,0.035
2015-12-11,0.035
2016-03-11,0.035
2016-06-10,0.035
2016-09-09,0.035
2016-12-09,0.04
2017-03-16,0.04
2017-06-15,0.04
2017-09-15,0.0475
2017-12-15,0.0475
2018-03-16,0.0475
2018-06-15,0.0575
2018-09-14,0.0575
2018-12-14,0.0575
2019-03-18,0.0575
2019-06-18,0.0575
2019-09-16,0.0625
2019-12-16,0.0625
2020-03-16,0.0625
2020-06-15,0.0625
2020-09-14,0.0625
2020-12-14,0.0725
2021-03-22,0.0725
2021-06-21,0.0725
2021-09-20,0.0725
2021-12-20,0.1
2022-03-21,0.1
2022-06-17,0.1
2022-09-19,0.1
2022-12-19,0.105
2023-03-20,0.105
2023-06-16,0.105
2023-09-18,0.105
2023-12-18,0.11
2024-03-18,0.11
2024-06-18,0.11
2024-09-17,0.165
2024-12-17,0.165
2025-03-18,0.165
2025-06-17,0.165
2025-09-16,0.165
2025-12-16,0.25
2026-03-23,0.25
